ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
numerals-ngge1241-1,"Nggem, Indonesia",ngge1241,Nggem,nbq,Papunesia,-3.62735,139.011,Nuclear Trans New Guinea,binary,Russell Barlow,"Nggem have a counting system similar to that of Walak and Wano. Numerals. Individual numerals are a small set, with just three words that express specific numeric quantity: ambi ‘one’, mberen ‘two’, henggam ‘three’ Other numerals are compounds of these, or clauses, such as: mberen-mberen ‘two-two’ (‘four’), ninggis ambi dinggilik ‘my one hand rolled up’ (‘five’), ninggis ambiva ambi inim dinggilik ‘my one hand and one rolled up’ (‘six’) or henggam-henggam ‘three-three’ (‘six’), ninggis ambiva mberen inim dinggilik ‘my one hand and two rolled up’ (‘seven’), ninggis ambiva henggam erogo inim dinggili k ‘my one hand and three rolled up’ (‘eight’), ninggis ambiva mberen-mberen erogo inim dinggilik ‘my one hand and two-two rolled up’ (‘nine’), ninggis penak-penak obok dinggilik ‘my hand both sides all rolled up’ (‘ten’). As can be seen, these numerals are ‘bulky’, and people typically express a number by indicating with their fingers and toes rather than naming it. Nowadays Indonesian numerals are also commonly used. Note that Ambi ‘one’ is also used as an indefinite article, as seen in the following example: swa yuvut ambi ndan y-ag-ag-i bird hornbill one arrive say-REAL-FPST-3s ‘A hornbill bird arrived.’ Source: Etherington, Paul Anthony. 2002. Nggem Morphology and Syntax, a thesis submitted for the degree of Master of Applied Linguistics (Honours), The Northern Territory University, Australia",0.06172839506172839,0.3448275862068966,
numerals-ngge1241-2,"Nggem, Indonesia",ngge1241,Nggem,nbq,Papunesia,-3.62735,139.011,Nuclear Trans New Guinea,binary,Russell Barlow,Nggem may have a counting system up to 20 similar to that of Wano.,0.06172839506172839,0.3448275862068966,
numerals-nggw1242-1,"Nggwahyi (Ngwaxi), Nigeria",nggw1242,Nggwahyi,ngx,Africa,10.6058,12.9234,Afro-Asiatic,decimal,Eugene Chan,Nggwahyi has a decimal system. There are some missing terms.,0.19135802469135801,0.7931034482758621,
numerals-ngie1241-1,"Ngiemboon, Cameroon",ngie1241,Ngiemboon,nnh,Africa,5.56777,10.1266,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngiemboon has a decimal system. 1,00,000 is ncùʼ [ǹ̩tʃȕʔ]. Note that the data is in both Ngiemboon orthography (first set) and in IPA (almost all from our database, the rest from Etienne Lonfo when we worked together earlier today).",0.24691358024691357,1.0,
numerals-ngie1242-1,"Ngie, Cameroon",ngie1242,Ngie,ngj,Africa,5.93852,9.79389,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngie has a decimal system. Nor that the 'ɔ' in the word 'tʃo' has a low tone and the <ə> in the spelling of number '6' has a high tone.,0.24691358024691357,1.0,
numerals-ngie1242-2,"Ngie, Cameroon",ngie1242,Ngie,ngj,Africa,5.93852,9.79389,Atlantic-Congo,decimal,Enock Appiah Tieku,,0.24691358024691357,1.0,
numerals-ngit1239-1,"Ngiti, DR of the Congo",ngit1239,Ngiti,niy,Africa,1.30455,30.2242,Central Sudanic,decimal,Eugene Chan,"Ngiti has developed a decimal system with influenced by Bantu language. They has an alternate traditional counting from 11 up to 32. The Ngiti traditional numeral system is a four-based system ( the traditional numbers above 10 are no longer in use and no longer known by most people). Ngiti has four tonesː /à/ low, /á/ high, /a/ low-mid, /ǎ/ low-high and mid (unmarked).",0.24691358024691357,1.0,
numerals-ngiz1242-1,"Ngizim, Nigeria",ngiz1242,Ngizim,ngi,Africa,12.1051,11.0178,Afro-Asiatic,,Eugene Chan,"Ngizim number 'one' has two forms, 'kə́ɗə́n' is for counting, while 'ɡàyí' is for enumeration.",0.24691358024691357,1.0,
barlowpacific-ngka1235-1,Kanum,ngka1235,Ngkontar Ngkolmpu,kcd,Papunesia,-8.87044,140.818,Yam,senary,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-ngka1235-2,Ngkolmpu (Yanggandur village),ngka1235,Ngkontar Ngkolmpu,kcd,Papunesia,-8.87044,140.818,Yam,senary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-ngka1235-1,"Nglâlmpw Kanum, Indonesia",ngka1235,Ngkontar Ngkolmpu,kcd,Papunesia,-8.87044,140.818,Yam,senary,Russell Barlow,Nglâlmpw Kanum might have only few words for numerals.,0.037037037037037035,0.20689655172413793,
numerals-ngom1268-1,"Ngombe, DR of the Congo, Congo",ngom1268,Ngombe (Democratic Republic of Congo),ngc,Africa,1.45357,20.14148,Atlantic-Congo,decimal,Eugene Chan,"Ngombe or linɡɔmbɛ has a decimal system. Ngɔmbɛ Phonetic Chart (i) Consonants (ii) Vowels w l y i u p t (c) k kp e o b d j g gb ɛ ɔ º ë a s h m n (ø) mb nd nj ng ngb Note: c allophone of t before i sometimes is realized [ts], and ø is heard dialectally.",0.24691358024691357,1.0,
numerals-ngom1270-1,"Ngom, Gabon, Congo",ngom1270,Ngom,nra,Africa,0.882925,14.1345,Atlantic-Congo,quinary,Enock Appiah Tieku,Ngom has a decimal system similar to that of Kélé.,0.2345679012345679,1.0,
numerals-ngom1271-1,"Ngombale, Cameroon",ngom1271,Ngombale,nla,Africa,5.70306,10.1446,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngombale has a decimal system similar to that of Ngomba language. Tone markingsː [v́] = high tone and left Low tone unmarked.,0.24691358024691357,1.0,
numerals-ngom1272-1,"Ngomba, Cameroon",ngom1272,Ngomba,jgo,Africa,5.63067,10.237,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngomba has a decimal numeral system similar to that of other languages in Bamileke group. The number 1000 is a loan from English 'thousand'. Tone markingsː [á] = high tone and left Low tone unmarked.,0.24691358024691357,1.0,
numerals-ngon1267-1,"Nɡonɡo, DR of the Congo",ngon1267,Ngongo,noq,Africa,-5.5,18.2,Atlantic-Congo,decimal,Enock Appiah Tieku,Nɡonɡo has a numeral system.,0.22839506172839505,1.0,
numerals-ngon1269-1,"Chingoni, Tanzania, Mozambique",ngon1269,Tanzania-Mozambique Ngoni,,Africa,-11.7794,37.4118,Atlantic-Congo,quinary,Enock Appiah Tieku,"Mozambique Chingoni is not tonal, but an accent one, with primary accent on the penultimate syllable, the accent indicated by a combination of stress (amplitude), high tone and length. Mozambique Chingoni has a traditional quinary system.",0.24691358024691357,1.0,
numerals-ngon1269-2,"Chingoni, Tanzania, Mozambique",ngon1269,Tanzania-Mozambique Ngoni,,Africa,-11.7794,37.4118,Atlantic-Congo,quinary,Enock Appiah Tieku,"numerals limited to 19; Chingoni has a traditional quinary system. Contemporary Chingoni has adopted the Kiswahili numbers above 5 and counting with base five is no longer the practice among speakers today. There are two basic pitch levels in Chigoni, High and Low, but there are no lexical tones.",0.11728395061728394,0.6551724137931034,
numerals-ngul1246-1,"Ngulu (Nguu), Tanzania",ngul1246,Ngulu,ngp,Africa,-5.79734,37.6823,Atlantic-Congo,decimal,Eugene Chan,Ngulu has a decimal system of counting.,0.24691358024691357,1.0,
numerals-ngul1247-1,"Ngwi, Kwilu Prov., DR of the Congo",ngul1247,Ngwii,nlo,Africa,-4.09816,19.5129,Atlantic-Congo,decimal,Enock Appiah Tieku,"Other comments: Ngwi has a decimal system. Ngwi is a Bantu language of (Guthrie code: B861), Idiofa, DRC (19.59, -4.96).",0.25925925925925924,1.0,
numerals-ngul1247-2,"Ngul, Kwilu, DR of the Congo",ngul1247,Ngwii,nlo,Africa,-4.09816,19.5129,Atlantic-Congo,decimal,Enock Appiah Tieku,numerals limited to 20; Ngul has a decimal system different to that of Ndumu and other Bantu B languages.,0.12345679012345678,0.6896551724137931,
bowernnumerals-Ngum,Ngumbarl,ngum1253,Ngumbarl,xnm,Australia,-17.491239,122.230025,Nyulnyulan,restricted,Ezequiel Koile,"1, 2, 3",0.018518518518518517,0.10344827586206896,
numerals-ngun1272-1,"Ngungwel, Congo",ngun1272,Ngungwel,ngz,Africa,-1.82055,15.6218,Atlantic-Congo,decimal,Enock Appiah Tieku,"Ngungwel ( In fact the correct name is Engungwel ) has a decimal system. Note concerning all words ending in l or n: the final l or n is prononced before a following vowel, but silent if no vowel follows. Numbers one to six have variable prefixes, according to the noun class of the subject.",0.22839506172839505,1.0,
numerals-ngun1272-2,"Ngungwel, Congo",ngun1272,Ngungwel,ngz,Africa,-1.82055,15.6218,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngungwel has a decimal system.,0.22839506172839505,1.0,
numerals-nguo1239-1,"Nguôn, Vietnam",nguo1239,Nguôn,nuo,Eurasia,17.7243,105.932,Austroasiatic,decimal,Mamta Kumari,Nguôn borrowed Vietnamese numerals after ten.,0.24691358024691357,1.0,
numerals-ngur1263-1,"Ngoreme (Ngurimi), Tanzania",ngur1263,Ngoreme,ngq,Africa,-1.8485,34.6173,Atlantic-Congo,decimal,Enock Appiah Tieku,Ngoreme has a decimal system of similar to that of Zanaki.,0.24691358024691357,1.0,
numerals-ngwe1238-1,"Ngwe, Cameroon",ngwe1238,Ngwe,nwe,Africa,5.49787,9.9028,Atlantic-Congo,vigesimal,Enock Appiah Tieku,"The above data is for the Lɔgbɔ (Lewoh/Fotabong) dialect of Ngwe. Tone marking in my notes is unreliable and is omitted here for the most part. A system used for counting small amounts of money goes by fives. e.g. ndàlà tɛ = 25fr, ndàlà. lɛɣɛm = 50 fr, ndàlà tʃaptɛ = 75 fr, fɔŋkə mɛ ndàlà lɛɣɛm = 150 fr.",0.15432098765432098,0.7241379310344828,
numerals-ngwo1241-1,"Ngwo, Cameroon",ngwo1241,Ngwo,ngn,Africa,6.17739,9.84369,Atlantic-Congo,vigesimal,Enock Appiah Tieku,"Ngwo has a vigesimal system, which is unusual in languages of Grassfields Bantu group. There is another form for 50 'ābɛ̂ː ēkô', which means 'half of 100'.",0.24691358024691357,1.0,
numerals-nhen1239-1,"Nheengatú, Brazil, Colombia",nhen1239,Nhengatu,yrl,South America,1.04503,-66.9646,Tupian,,Eugene Chan,"Nheengatú is a modern-day descendant of Tupinambá, and 16th century sources show Tupinambá had the same 4 term system. While it is common in Latin America for Spanish or Portuguese terms to replace higher numerals (today in Quichua, for example, Spanish numbers are more common than Quichua numbers above 10 in everyday discourse), it is reasonable to assume that the Portuguese terms have supplemented rather than replaced the original terms. Because the numbers 2 and 3 appear to contain the root “mu”, which could mean “brother”, it is possible they are what has been called a “fraternal” numeral system (“one”, “one-with-brother” etc.).",0.024691358024691357,0.13793103448275862,
bowernnumerals-Nhirr,Nhirrpi,nhir1234,Nhirrpi,hrp,Australia,-28.62911,141.27596,Pama-Nyungan,binary,Ezequiel Koile,"1, 2, 2:1",0.018518518518518517,0.10344827586206896,
numerals-nias1242-1,"Nias (Nias Selatan), Sumatra Island, Indonesia",nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,decimal,Russell Barlow,"Nias has a decimal system. The above data is taken from South Nias (Nias Selatan) dialect of Nias language. Notes to orthography and phonetics of Nias: - A single quote mark within an orthographic word represents a glottal stop. e.g. [fele'önö] = [feleʔɤnɤ] - A single quote mark within a phonetic representation of a word represents stress. e.g. [fele'önö] = [fele'ʔɤnɤ] (stress on penultimate syllable) Orthographic representation Phonetic representation: ' [ʔ] Glottal stop ö [ɤ] ~ [ɘ] ~ [ɯ] [high-mid, central-back, unrounded vowel] (hard to pinpoint) z [dʒ] Voiced alveolar affricate or [dʒ] voiced alveolar stop with fricated-release r [r] Voiced alveolar trill mb [mʙ] Prenasalized voiced bilabial trill ng [ŋ] Voiced velar nasal ndr [ndr] prenasalized voiced alveolar stop with trilled release w [ʋ] Voiced labio-dental approximant ŵ [w] Voiced bilabial approximant (like English /w/)",0.25925925925925924,1.0,
numerals-nias1242-2,"Nias (Nias Utara), Sumatra Island, Indonesia",nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,decimal,Russell Barlow,"Nias has a decimal system. The above data is taken from North Nias (Nias Utara) dialect of Nias language. Notes to orthography and phonetics of Nias: - A single quote mark within an orthographic word represents a glottal stop. e.g. [fele'önö] = [feleʔɤnɤ] - A single quote mark within a phonetic representation of a word represents stress. e.g. [fele'önö] = [fele'ʔɤnɤ] (stress on penultimate syllable) Orthographic representation Phonetic representation: ' [ʔ] Glottal stop ö [ɤ] ~ [ɘ] ~ [ɯ] [high-mid, central-back, unrounded vowel] (hard to pinpoint) z [dʒ] Voiced alveolar affricate or [dʒ] voiced alveolar stop with fricated-release r [r] Voiced alveolar trill mb [mʙ] Prenasalized voiced bilabial trill ng [ŋ] Voiced velar nasal ndr [ndr] prenasalized voiced alveolar stop with trilled release w [ʋ] Voiced labio-dental approximant ŵ [w] Voiced bilabial approximant (like English /w/)",0.25925925925925924,1.0,
numerals-nias1242-3,"Nias, Sumatra Island, Indonesia",nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,decimal,Russell Barlow,Nias has a decimal system.,0.24691358024691357,1.0,
barlowpacific-nias1242-1,Nias (from H. Lagemann),nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,decimal,Russell Barlow,,0.15432098765432098,0.6206896551724138,
barlowpacific-nias1242-2,Nias (mentioned in NBG 1905),nias1242,Nias,nia,Papunesia,0.90691,97.4961,Austronesian,decimal,Russell Barlow,,0.15432098765432098,0.6206896551724138,
numerals-niel1243-1,"Niellim, Chad",niel1243,Niellim,nie,Africa,9.70362,17.81346,Atlantic-Congo,,Eugene Chan,"Niellim only has traditional numbers from1 to 8, from 9 onwards, they use Bagirmi numerals.",0.24691358024691357,1.0,
numerals-nige1255-1,"Len Mambila, Tabara State, Nigeria",nige1255,Western Mambila,mzk,Africa,6.69736,11.3161,Atlantic-Congo,decimal,Enock Appiah Tieku,"Len-Mambila has developed a decimal numeral system. Len-Mambila is spoken in six Bang villages in Sardauna LGA of Taraba State along the Nigerian-Cameroon border. The Mambila ethnic group in present day Taraba State, Nigeria migrated from Central Africa around 3000 BC and eventually settled in a place called Kimi, southern part of Cameroon. After many years of inhabiting Kimi, political (Jihad) and economic crisis rocked the settlement and resulted in a new wave of migration and dispersal. Hence, people groups proceeded under different leaders and settled at various points along the Plateau. The Bang people in the course of these migrations settled in their present day location along the Nigerian-Cameroon border. Owing to war, intruding forces, neighbouring conquerors, land ownership and need for protection, Bang people sought shelter on the Plateau along the remotest part resulting in further fragmentation. Language information Len-Mambila is a variety of the Mambiloid cluster classified as North Bantoid language saddling both sides of the Nigeria-Cameroon border in Taraba State and Adamawa region, respectively. It is spoken by agrarian community in Bang villages, (Bang 3 Corner, Bang Down, Bang Leng, Bang Leng-Lip, Bang Lycop and Saam) of Sarduna Local Government Area, Taraba State; with diminishing number of speakers. It is used alongside Fulfulde and other Mambila lects by most residents. Notesː ‘ŋ̄gàp’ – means calabash. It is indigenously used as a unit of measurement because of the belief that a calabash would hold a hundred kolanut. Moreso, according to one of my consultants, Bang people counted kolanut in hundreds which equates to the amount a calabash can hold. ‘wún’ – means rope. So Bang people refer to 1000 as a rope alluding the tradition of tying a rope to ten calabashes to indicate some kind of bundle.",0.25308641975308643,1.0,
numerals-nige1255-2,"Nigerian Mambila, Nigeria",nige1255,Western Mambila,mzk,Africa,6.69736,11.3161,Atlantic-Congo,quinary,Enock Appiah Tieku,"Nigerian Mambila has a vigesimal numeral system with special forms numbers 6 to 8. They use Fulani loan for 'thousand'. The data was from Gembu dialect. The original symbols usedː c = [ tʃ], j = [dʒ] and y = [ j ].",0.2345679012345679,1.0,
googleuninum-pcm,Nigerian Pidgin,nige1257,Nigerian Pidgin,pcm,Africa,9.65873,4.21068,Indo-European,,,,0.6790123456790124,1.0,
sand-Nihali,Nihali,niha1238,Nihali,nll,Eurasia,21.19,76.33,Nihali,decimal,Mamta Kumari,,0.6234567901234568,1.0,
barlowpacific-niii1240-2,Nii (Kiam village),niii1240,Nii,nii,Papunesia,-5.763,144.518,Nuclear Trans New Guinea,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-niii1240-1,Nii,niii1240,Nii,nii,Papunesia,-5.763,144.518,Nuclear Trans New Guinea,binary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
barlowpacific-niks1238-1,Paka [from L. Bragge],niks1238,Niksek,gbe,Papunesia,-4.82581,142.45,Sepik,,,,0.030864197530864196,0.1724137931034483,
numerals-nila1242-1,"Nilamba, Tanzania",nila1242,Nilamba,nim,Africa,-4.50002,34.3068,Atlantic-Congo,decimal,Enock Appiah Tieku,Updated data in phonemic transcriptions with tones needed.,0.24691358024691357,1.0,
barlowpacific-nila1244-1,Niala: Seram,nila1244,Nila,nil,Papunesia,-6.734956,129.512131,Austronesian,decimal,Russell Barlow,,0.2037037037037037,0.7241379310344828,
barlowpacific-nila1244-2,Nila,nila1244,Nila,nil,Papunesia,-6.734956,129.512131,Austronesian,decimal,Russell Barlow,,0.07407407407407407,0.3448275862068966,
numerals-nila1244-1,"Nila, Maluku, Indonesia",nila1244,Nila,nil,Papunesia,-6.734956,129.512131,Austronesian,decimal,Russell Barlow,Nila is a seriously endangered language. There are missing terms over ten.,0.06172839506172839,0.3448275862068966,
bowernnumerals-Nima,Nimanbur,nima1246,Nimai,,Papunesia,,,Nuclear Trans New Guinea,restricted,Ezequiel Koile,"1, 2, 3",0.018518518518518517,0.10344827586206896,
barlowpacific-nimi1240-1,Nimi,nimi1240,Nimi,nis,Papunesia,-6.34065,146.679,Nuclear Trans New Guinea,binary,Russell Barlow,,0.05555555555555555,0.3103448275862069,
barlowpacific-nimo1246-3,Panatinani ,nimo1246,Nimoa,nmw,Papunesia,-11.2297,153.158,Austronesian,decimal,Russell Barlow,,0.11728395061728394,0.3793103448275862,
barlowpacific-nimo1246-4,Sabari ,nimo1246,Nimoa,nmw,Papunesia,-11.2297,153.158,Austronesian,decimal,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-nimo1246-1,Brierly Island,nimo1246,Nimoa,nmw,Papunesia,-11.2297,153.158,Austronesian,decimal,Russell Barlow,,0.06172839506172839,0.3448275862068966,
barlowpacific-nimo1246-2,Nimowa,nimo1246,Nimoa,nmw,Papunesia,-11.2297,153.158,Austronesian,decimal,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-nimo1247-1,Nimo,nimo1247,Nimo,niw,Papunesia,-4.3582,141.578,Left May,,,,0.024691358024691357,0.13793103448275862,
